Type,Commit,Date,Digest
alpine,adcdc9b6,2021-08-28,sha256:d82a9ac854942c9e2086c3b08e8eac94f52581b33ea6fa3781c3d54c6b16b6d2
debian,adcdc9b6,2021-08-28,sha256:b0677c45cd54b519eb01ad3b0c74529fe07fef148f8456bce61810dd850922e1
scratch,77ff972e,2021-10-07,sha256:909eb70676ba5d71ffac6d485a63859e396ba9bb30d9d3c8644e42bbf55b1ed4
alpine,77ff972e,2021-10-07,sha256:909eb70676ba5d71ffac6d485a63859e396ba9bb30d9d3c8644e42bbf55b1ed4
debian,77ff972e,2021-10-07,sha256:f4f21be11c6a24a77c8920685e91ae83a4a4721e720c4fae5483b294c3ffb1a8
scratch,164107bf,2021-12-16,sha256:f876d84970bf221bea682a9e4da5696b36d1cf0f8c2850c9c322ae765f0f5d20
alpine,164107bf,2021-12-16,sha256:f876d84970bf221bea682a9e4da5696b36d1cf0f8c2850c9c322ae765f0f5d20
debian,164107bf,2021-12-16,sha256:326767d6d8810ab36b8c64562744b6c7a79f5bcfa0908760faa3d72ee7ab2ea8
ubi7,164107bf,2021-12-16,sha256:3103f460b60fa22f9d18bbcda5db1a2ba15f2ac30acadbeabaa8b784b1915555
scratch,a1431286,2022-01-24,sha256:21917e4394075ad87348ca20e9ecf7dec712b87409706ee9b40b33fa669d1b4e
alpine,a1431286,2022-01-24,sha256:21917e4394075ad87348ca20e9ecf7dec712b87409706ee9b40b33fa669d1b4e
debian,a1431286,2022-01-24,sha256:bb1826ba71fd39a66ebe583f58b1885d8bcbedcbcb37b3bdf0cf8ed1a4ce5895
ubi7,a1431286,2022-01-24,sha256:85d16297666a3b9ee127aa2854ef9675e5953d62f2cf4c14d37b50804a565dd2
scratch,459d88b6,2022-02-02,sha256:bbd201f4726bc0fa224220858e273eb7c60c8d515da9b4923323c658beaa4746
alpine,459d88b6,2022-02-02,sha256:bbd201f4726bc0fa224220858e273eb7c60c8d515da9b4923323c658beaa4746
debian,459d88b6,2022-02-02,sha256:a139d99832803080778764e1708ee30b3d25c5c47ea03b366a1788cf8a92cdf6
ubi7,459d88b6,2022-02-02,sha256:2867f05eb70b05f2d65a3faa97690f946bc43d6a6857af5ecce0a8d6d96f65f2
scratch,875ef387,2022-02-07,sha256:1c39339ee8b38e317112c26b815cbab334364b747d6da78a2023f0a4a685fd83
alpine,875ef387,2022-02-07,sha256:1c39339ee8b38e317112c26b815cbab334364b747d6da78a2023f0a4a685fd83
debian,875ef387,2022-02-07,sha256:d454bd5bfea2ca8c41851c6dfe3882e8fe5ea2f00402d56288ea7811dd91b279
ubi7,875ef387,2022-02-07,sha256:79c961bc3296f5c84269f3ba8a967b94f3168800811c1e8b1c48589a4a7ad85f
